variable,2020
mono-module ($/Wp),0.137600
mono-cell ($/Wp),0.040202
mono-wafer ($/Wp),0.046067
poly-Si ($/Wp),0.026830
mono-module ($/module),42.733580
mono-cell ($/cell),0.212332
mono-wafer ($/wafer),0.243312
poly-Si ($/kg),6.987138
mg-Si ($/kg),2.460000
